day,title,summary,start,end,type,location,categories
Friday,"Grooming Unicorns–The Israeli Experience",,12:10,12:50,Talks,"Stage 1",
Friday,"How to supercharge your Big Data Organization","Nicolas Doussinet (Talan)",12:10,12:30,"Partners Program",,"#data\n#peoplematter"
Friday,"Scaling 101 For B2B & B2C Startups","One VC and two sensational entrepreneurs share the best ways to take a startup to the next level.",12:15,12:45,Talks,"Stage 6","#b2bservices\n#startupacademy"
Friday,"How Data Changes the Way we Work","With:
Etienne Porteaux, directeur de la diffusion et du marketing clients (Team Media)
Béatrice Lhopitallier, directrice data aux Echos
Marion Moreau (Sigfox) – moderator.",12:15,12:30,"Partners Program","Les Echos - Le Parisien","#data\n#marketing\n#media"
Friday,"China Speech","With:
Leslie Zhu (IT Applications Director) TBC
Location: Lab Carrefour – N16",12:15,12:30,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Friday,"“Senseable” Cities","The real time city is real! As layers of networking and digital innovations blanket urban space new approaches to the study of the built environment are emerging. The way we describe and understand cities is being radically transformed – as are the tools we use to design them.",12:20,12:35,Talks,"Stage 5",#smartcities
Friday,"Digital Magic Show","Come discover a Digital Magic Show combining exciting magic, visual effects and technology.",12:20,12:30,Happenings,"Discovery Arena","#b2bservices\n#entertainment\n#funfunfun"
Friday,"Life After Iris","Speakers:
Bertrand Diard, Founder, Talend & Influans (USA)
Yannis Yahiaoui, Founder and CEO at AdotMob (France)
Nicolas Thorin, Chief Data and Media de Vente-privée.com (France)",12:20,12:50,"Partners Program","Workshop 2","#data\n#finance&insurance\n#peoplematter"
Friday,"Round table – Vertuoz : Get the most out of your smart buildings","With :
Valérie Beaudichon (Engie)
Emmanuel François (Smart Buildings Alliance)
Location : Lab Engie M30",12:30,13:15,"Partners Program",,#smartcities
Friday,"WIDE – Lunch","Women In Digital Economy
*by invitation only",12:30,14:00,,,"#nexttechs\n#womenrock"
Friday,"Cloud platform for data and iot","Vincent Delamare (Salesforce)",12:30,12:50,"Partners Program",,"#data\n#IoT"
Friday,"Cybersecurity: the New Challenges","With:

Maxime Arandel un analyste cybersecurité chez CybelAngel.

Nicolas Arpagian (Enseignant, spécialiste de la cybersécurité)
Olivier Harmant (Les Echos)",12:30,13:00,"Partners Program","Les Echos - Le Parisien","#cybersecurity\n#media"
Friday,"Keynote Entrepreneur Drake Star Partners","Location : Lab Vinci Energies M",12:30,13:00,"Partners Program",,"#energy\n#industry"
Friday,"How To Reconcile Business, Quality Of Life And Innovation In Cities Of The Future","Major stakeholders in smart cities share their vision and discuss strategies and tools necessary for achieving a more inclusive urban environment.
In partnership with the Women's Forum for the Economy & Society",12:35,13:05,Talks,"Stage 5","#smartcities\n#womenrock"
Friday,"Quantum Computing, Cryptography And Our Privacy","Quantum computers could solve certain computational problems exponentially faster than today's computers, delivering disruptive efficiency gains in a variety of areas. But quantum computers would also be able to crack most encryption protocols used on internet, such as HTTPS or SSH connections, with potentially huge consequences for our safety and privacy.",12:40,13:10,Talks,"Stage 4","#2050\n#cybersecurity\n#nexttechs"
Friday,"« La Poste Keynote » Innovation and New Product: Well@home; George","Location: Lab La Poste M11",12:40,12:50,"Partners Program",,#IoT
Friday,"Transform! How Startups Can Help Corporates Innovate And Redefine Their Business [Part 1]","An increasing number of large corporates – in areas as diverse as telecoms, energy, automotive, travel, media, health, food and financial services – now have venture arms or are investing directly into start-ups. All acknowledge that innovation needs to brought in from the outside.yet precious few know how to go about finding best-in-class start-ups and even fewer know how to effectively integrate start-up culture and new technologies. This panel will discuss best practices, through the examples of AccorHotels, RATP, La Poste and Bpifrance.",12:45,13:05,Talks,"Stage 6","#hospitality\n#startupacademy"
Friday,"Sustainability: New and Profitable Approaches","Since ""Fashion + Tech"" gained velocity in 2012, startups and brands have been discussing tech-based approaches for sustainability. Fashion indsutry is not renowned for being the most environmental friendly and creating a way to make consumers feel good about their purchases while also helping brands grow their revenue is a challenge. This is a conversation about new technologies and approaches that are making sustainability attractive to a growing number of brands, while also generating profit.
 
In partnership with The Current.",12:50,13:15,Talks,"Stage 2","#luxury\n#positiveimpact"
Friday,"Fireside Interview",,12:50,13:20,Talks,"Stage 1",
Friday,"What’s Next For Iris Capital (Wrap Up)","Speakers:
Erik de la Rivière and Erkan Kilicaslan, Managing Partners at Iris Capital",12:50,13:00,"Partners Program","Workshop 2",#finance&insurance
Friday,"How to benefit from Cloud flexibility ?","Location: Booth G09",13:00,14:00,"Partners Program",,"#artificialintelligence\n#startupacademy"
Friday,"Office Building Experience and Optimization – Pitch Competition","Location : Lab Cisco C12",13:00,14:00,"Partners Program",,"#IoT\n#smartcities\n#telco"
Friday,"KEYNOTE Valérie FIGNON Athlètes & Partenaires","With : Etienne Lecoeur//Valérie Fignon
Location : Lab PMU M12",13:00,13:10,"Partners Program",,#entertainment
Friday,Pitchs,"Location : Lab Orange M07",13:00,13:30,"Partners Program",,"#health&wellbeing\n#IoT"
Friday,"The retail contest",,13:00,14:00,Pitches&Demos,Agora,"#data\n#retail&ecommerce"
Friday,"External Mobility between Startups and Groups with the Example of Pitchy, MAIF and Mobiliwork.","How to accelerate the digital transformation in companies, working together with startups?
Lionel CHOURAQUI, CEO Pitchy Jérôme Gonon, CEO de Mobiliwork Marion Gaudé, salariée MAIF détachée chez Pitchy",13:00,13:30,"Partners Program",,"#HR&talent\n#peoplematter"
Friday,"Start-up Pitch « My Home » / « Silver » / « My Health »","Start-up « My Home »: Comme une armoire, Mycloud3D, Optimiam, Ween
Start-up « Silver »: Auxivia, Dyneso, Fingertips, La Valériane
Start-up « My Health »: mesvaccins.net, Stimulab, Tactiohealth, Ubilabs
Location: Lab La Poste M11",13:00,14:15,"Partners Program",,"#health&wellbeing\n#IoT\n#smartcities"
Friday,"Inspiring Coffee – Retail: How Digital And Technology Is Shaping The Retail Sector?","With:
Thina Cadierno (Chief Customer and Digital Officer France) 
 Marie Hortense Varin (Senior Associate, Partech ventures )
 Christian Kuntz (Plug & Play)
Location; Lab Carrefour – N16",13:00,13:45,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Friday,"Live Demo Think – Different Thinks Better","Location: Lenovo Stand – J12",13:00,13:30,"Partners Program",,#hardware
Friday,Cybersecurity,"Location: Stand KPMG-B24",13:00,14:00,"Partners Program",,"#b2bservices\n#cybersecurity\n#data"
Friday,"The Finland Pitching Contest",,13:00,14:00,Pitches&Demos,Pitch,
Friday,"Transform! How Startups Can Help Corporates Innovate And Redefine Their Business [Part 2]","An increasing number of large corporates – in areas as diverse as telecoms, energy, automotive, travel, media, health, food and financial services – now have venture arms or are investing directly into start-ups. All acknowledge that innovation needs to brought in from the outside.yet precious few know how to go about finding best-in-class start-ups and even fewer know how to effectively integrate start-up culture and new technologies. This panel will discuss best practices, through the examples of AccorHotels, RATP, La Poste and Bpifrance. ",13:05,13:35,Talks,"Stage 6",#startupacademy
Friday,"KEYNOTE Pierre-Ambroise BOSSE (Athlète)","With : Etienne Lecoeur // Pierre-Ambroise BOSSE
Location : Lab PMU M12",13:10,13:20,"Partners Program",,#HR&talent
Friday,"How Brads are Building the Future of a Personalized Experience","Lean how two brands with strong legacy and loyal customer base are tapping into technology to build a one of a kind experience for their shoppers. 
 
In partnership with The Current.",13:15,13:40,Talks,"Stage 2",#luxury
Friday,"How to Infuse Digital Culture in a Corporate World?","With:
Lubomira Rochet (Chief Digital Officer, L’Oréal)
Marion Moreau (Sigfox) – Moderator.",13:15,13:35,"Partners Program","Les Echos - Le Parisien","#health&wellbeing\n#media"
Friday,"Discover Petit Bambou Medidation","Location : Lab Sanofi C11",13:15,13:45,"Partners Program",,"#health&wellbeing\n#positiveimpact"
Friday,"Fireside Interview",,13:20,13:50,Talks,"Stage 1",
Friday,"Is Tech The Future of Content? Fast Forward 20 Years From Now…","Artificial intelligence is already being used to create music, movies, TV drama and even news stories. What about ad creation? As much as 90% of the content produced by marketers doesn’t produce results. Can AI do better? Will it make Mad Men and journalists obsolete?",13:25,13:55,Talks,"Stage 3",#media
Friday,"Shoot Your Resume","Write the script with professional experts and shoot your own video resume!
Location: Talent Connect’s Stand – B13",13:30,16:00,,"Talent Connect","#HR&talent\n#peoplematter\n#positiveimpact"
Friday,"Presentation Of Positive Projects: Game Of Good.","Use VR to sensitize about a cause. Demonstration with the VR movie “Quand je suis parti” about refugees experience ;
Greenspector : Measure, scan, benchmark. Improve performance and reduce battery consumption of applications

Location: SparkNews Stand – Positive Impact: J 41.",13:30,19:00,"Partners Program",,"#AR&VR\n#industry\n#positiveimpact"
Friday,"Achieving SNCF Industrial Transformation Through Digital Partnerships","With :
Raphaël Viard : Chief Technology Officer, e.SNCF
Emmanuel Cox : directeur de la Fab Iot SNCF
Dominique Damide : Directeur 574 Toulouse SNCF
Location : Lab SNCF C08",13:30,15:00,"Partners Program",,"#IoT\n#mobility"
Friday,LyfPay,"Presentation of our new universal mobile payment application, available since 18 May, created through a merger of the Wa! and Fivory apps, incorporating such features as customer loyalty programmes – press release published on 10 May
Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#finance&insurance\n#retail&ecommerce"
Friday,"VR/AR projects running at BNP Paribas Group businesses","Presentation of two projects currently under development – no press release :
– the POD ‘teleporting’ capsule in use at BNPP Real Estate as a VR-based viewing tool for prospective real estate purchasers
– an Augmented Reality tool for bank account management
Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#AR&VR\n#finance&insurance"
Friday,"The first-ever BNP Paribas corporate film produced using VR techniques","Location: Lab BNP Paribas – C16",13:30,19:00,"Partners Program",,"#AR&VR\n#finance&insurance"
Friday,"Mystery Box","Stay tuned from 2 pm each day to win a Giroptic 360 camera, courtesy of BNP Paribas.
Your mission, should you choose to accept it, is to guess what’s in the #Mysterybox on the BNP Paribas stand and broadcast live on Facebook
Every mystery object is linked to one of the 44 startups  presented on the BNP Paribas stand. Log on to the ‘Ma Banque BNP Paribas’ Facebook page to start the live streaming, get somes clues and submit your answer.",13:30,14:30,"Partners Program",,"#entertainment\n#finance&insurance\n#funfunfun"
Friday,"Birdly, the best VR flight simulator","Soar above the rooftops of New York City with the Birdly flight simulator, in a European ‘premiere’ brought to you in conjunction with our partner, VR specialist mk2.
Location: Lab BNP Paribas – C16.",13:30,19:00,"Partners Program",,"#AR&VR\n#entertainment\n#finance&insurance\n#funfunfun"
Friday,"The Future Of Well-Being And Health","EY Convergence Lab Revisited – Health and Wellbeing 
Personal and logistical mobility are a key to the cultural, social and economic life of a city, delivering huge benefits and equally huge externalities. New tech are converging to revolutionize the way people, good and services move through the urban landscape, requesting changes in legal, planning, architectural, regulatory and energy solutions. Who will win the battle for city transport – drivers, business, government, cyclists or pedestrians? Who will be their alliances? Who will be in the driver’s seat and who will own the vehicle? Who’s liable when there’s an accident? Who pays for the infrastructure, and who pays for the ride? We’ll explore the players, motivations and the tech intersecting in this future transport ecosystem and identify where convergence can create new opportunity.
EY Booth Main Stage
Caroline Das-Monfrais, Alexandre Delhay, Cédric Foray",13:30,14:00,"Partners Program",,"#2050\n#artificialintelligence\n#health&wellbeing"
Friday,"Energy Revolution Pitches DECARBONIZATION","With :
APIX Analytics
ARIA TECHNOLOGIES SA
Hysilabs
PANGA SAS
Partnering Robotics
Qarnot Computing
QUANTOM
Solen
Voltaware
Wenu Work
Location : Lab Engie M30",13:30,14:30,"Partners Program",,"#energy\n#startupacademy"
Friday,"The Future of Innovation Processes – Sharing Session","Valeo & all start-ups",13:30,14:45,"Partners Program",,"#industry\n#mobility"
Friday,"Kids Robot & Drone Programming In 3D","« Kids robot & drone programming in 3D ». Robots and drones take on a new dimension with projects involving 3D programming in unlimited virtual worlds.  
Kidscode 
Location: Booth P16 Hall 1",13:30,14:20,"Partners Program",,"#drones\n#education\n#nexttechs"
Friday,"Live Demo Moto Mods – Different Transforms Better","Location: Lenovo Stand – J12",13:30,14:00,"Partners Program",,#hardware
Friday,"Startups Challenge Awards","Come and listen to each startup of our challenges in a 5min pitch, and vote for the best innovation
Les startups du Challenges «  »Intercultural management » » pitchent chacune 5 min, puis vote d’un jury composé de top managers de ManpowerGroup et du public présent sur le stand pour décerner un award par catégorie.",13:30,14:00,"Partners Program",,"#HR&talent\n#peoplematter"
Friday,"New Corporate Models for Innovation","Big corporates now acknowledge that it is essential to bring innovation in from outside and many have started working with start-ups. But there is no off-the-shelf operating system for innovation. Which open innovation models and which management models are seeing the most success and why?",13:35,14:00,Talks,"Stage 6",#startupacademy
Friday,"Cutting Edge Fashion: From Wearables to In-Store","From smart rings, handbags, clothes and watches to interactive mirrors and augmented reality apps – what are the products and solutions with a real potential of growth today? What has been the most successful cutting-edge tech launched recently and what is the opportunity for investors, brands and startups in the upcoming months. Learn from three global leaders known for pushing boundaries in fashion and retail.
 
In partnership with The Current.",13:40,14:05,Talks,"Stage 2","#2050\n#luxury"
Friday,"HR Workshop #2 – KENZO Digital Disruption & Ecommerce","Valérie Dassier, Digital & Clients Director, KENZO
Location : Lab LVMH M20",13:40,14:40,"Partners Program",,"#HR&talent\n#luxury\n#retail&ecommerce"
Friday,"Interview Star Entrepreneur : AuFeminin.com « To Be And To Remain As A Startup »","Location: Lab Air France – N20",13:40,14:00,"Partners Program",,"#startupacademy\n#womenrock"
Friday,"Smartcities and Connected Transportation","With:
Cécile Maisonneuve (Présidente, La Fabrique de la Cité)
Marion Moreau (Sigfox) – Moderator.",13:45,14:00,"Partners Program","Les Echos - Le Parisien","#mobility\n#positiveimpact\n#smartcities"
Friday,"Smart Home Demos","Artificial intelligence, robotics, IoT…Come meet startups with great innovations for your future connected home.",13:50,15:10,Pitches&Demos,"Discovery Arena","#artificialintelligence\n#IoT\n#robotics"
Friday,Conversation,,13:50,14:20,Talks,"Stage 1",
Friday,"Big Data Startups Pitches",,13:50,14:10,"Partners Program",,#data
Friday,"AI And Ad Targeting","AI is being used to target three key audiences for ad campaigns: the emotional audience; the light buyer audience( people who could be convinced to buy more, a group that is often key for growing market share); and the 'bespoke' audience, those hard to reach people defined outside of demographics.",13:55,14:10,Talks,"Stage 3",#marketing
Friday,"How to find your next market ?","Location: Booth G09",14:00,15:00,"Partners Program",,"#marketing\n#startupacademy"
Friday,"Toward The Most Pleasant Shopping Experience By Klepierre","Simplifying, enriching & putting the magic back into the customer experience
Learn more about this award",14:00,15:30,Pitches&Demos,Pitch,"#entertainment\n#funfunfun\n#IoT\n#retail&ecommerce\n#robotics"
Friday,"Reach for the sky with Paris 2024 !","Enjoy the experience of an immersion in the Paris of summer 2024 on the 3rd floor of the Eiffel Tower.
Location: Paris 2024 Booth – K 35 – Accelerate Zone",14:00,16:00,"Partners Program",,"#AR&VR\n#entertainment\n#paris2024\n#peoplematter"
Friday,"Workforce Of The Future – Pitch Competition","Location : Lab Cisco C12",14:00,15:00,"Partners Program",,"#IoT\n#smartcities\n#telco"
Friday,"Startuping BNP Paribas Through Intrapreneurship","Working like a startuper inside BNP Paribas? Impacting business and transforming the organisation as well? Intrapreneurs from the People’s LAB (Group Intrapreneurship programme) will be pitching, alongside the  enablers: HR, senior management and the DX (Digital Experience) Lab.
With:
Sabrina MURPHY, Founder & Head of People’s LAB – Group Intrapreneurship, BNP Paribas
Marie DAHL, Intrapreneur, BNP Paribas Leasing Solutions,
Olivier BOUILLE , Intrapreneur, BNP Paribas Risk Management
Sandrine DELAGE , Intrapreneur, BNP Paribas Group Communications
Pascal BROUQUI , Intrapreneur, BNP Paribas Cardif
David AMSELLEM, Intrapreneur BNP Paribas PACE Innovation
Geoffrey GUILLOCHIN, Intrapreneur, BNP Paribas Digital Working
Julien CUMINET, Global Risk COO, BNP Paribas
Anne GUEGAN, Head of Change & HR Development, BNP Paribas Leasing Solutions
Leticia ROMERO-BURKE, DX Lab, BNP Paribas
Francine BERTRAND, Director of WAIParis, BNP Paribas
Location: Lab BNP Paribas – C16",14:00,15:30,"Partners Program",,"#finance&insurance\n#HR&talent\n#peoplematter\n#startupacademy"
Friday,"Pitch Voice is the new Touch","Location – Lab AccorHotels – M21",14:00,15:00,Pitches&Demos,,"#hospitality\n#marketing\n#startupacademy"
Friday,"Pitchs Start-Up","Location : Lab Orange M07",14:00,14:30,"Partners Program",,"#startupacademy\n#telco"
Friday,"The Apps&Solutions Contest",,14:00,15:30,Pitches&Demos,Agora,"#b2bservices\n#data\n#marketing\n#media\n#retail&ecommerce"
Friday,"Intelligence Map PI","Intelligence Map PI : decipher your market with IP big data
Espace Agora du stand INPI D 30
Frédéric Caillaud, Directeur Innovation Marketing et Communication, INPI",14:00,14:30,"Partners Program",,"#b2bservices\n#data\n#startupacademy"
Friday,"Data VS Employment: How to Empower the User Experience in the Employment Field?","Jean-Marc LAZARD, CEO OpenData Soft
Nicolas SMEETS, ManowerGroup
Stéphane RIDEAU, DSI, Pôle Emploi",14:00,14:30,"Partners Program",,"#HR&talent\n#peoplematter"
Friday,"Tour Guide by Eclaireur Office : Recruitment","Discover ManpowerGroup’s Lab and recruitment expertise with a 20min tour guide.
Eclaireur Office, ManpowerGroup’s innovation tank",14:00,14:30,"Partners Program",,"#HR&talent\n#peoplematter"
Friday,"Meet Up « Startups : How to Be Fund? »","With the contributions of Thierry Mirville – Deputy General Manager & CFO VINCI Energies
Cécile Brosset – CEO HUB BPI
Mathieu Viallard – Investment Director Axeleo
Arnaud Limal – Managing Partners Drake Star Partners
Location : Lab Vinci Energies M15",14:00,15:00,"Partners Program",,"#energy\n#industry"
Friday,"Disruptive Innovating Project Within RATP Group","Tools and methodology to create agile and valuable services based on data.
Presentation
–  Bertrand Verret (CEO Captain Dash)",14:00,14:30,"Partners Program",,"#data\n#mobility\n#positiveimpact\n#smartcities"
Friday,"SANOFI PERSPECTIVE : The Imperative of Greater Prevention","Location : Lab Sanofi C11",14:00,14:20,"Partners Program",,"#data\n#health&wellbeing\n#positiveimpact"
Friday,"« Keynote : Brandformance : Optimiser les formats et contenus publicitaires »","With the participation of:
Aurélie Lambron ( TF1 Publicité / Studio Maker)
Minute Buzz, Adways
Location : Lab TF1 N12",14:00,15:00,"Partners Program",,"#data\n#marketing\n#media"
Friday,"Introducing Workplace by Facebook","Workplace by Facebook exists to help make today’s businesses more connected and productive, by offering an enterprise-ready, private version of Facebook to companies worldwide. Want to learn more about how your business could benefit? Join our session and learn how Groupe Bel are using Workplace.
Alexandra Fouquet, Workplace Change",14:00,14:30,"Partners Program",,#marketing
Friday,"[VC Summit] Make Startups Financing Great Again","Three things all start-uppers should know about raising money: fight right, drive safe, and take advantage of local specificities. ",14:00,14:15,Talks,"Stage 6",#startupacademy
Friday,"Spain speech","With:
Daniel Rodriguez Lago (Innovation Manager)
Location; Lab Carrefour – N16",14:00,14:45,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Friday,"Pitch Live startups Spain","Location; Lab Carrefour – N16",14:00,15:00,"Partners Program",,"#peoplematter\n#retail&ecommerce"
Friday,Competition,"Competition: take a selfie with Skillisy and post it on Twitter with the #Skillisy hashtag, and you can win a « smartbox » gift experience.
Skillisy 
Location: Booth P16 Hall 1 ",14:00,14:15,"Partners Program",,"#education\n#startupacademy"
Friday,"The Revolution For Hardware Availability","Philippe Belhomme – The revolution for ardware availability! Or how to be teleported anywhere in the world in less than 5 minutes.
Expert Teleportation
Location: Booth P16 Hall 1",14:00,14:30,"Partners Program",,"#education\n#nexttechs"
Friday,"Live Demo Yoga Book – Different Creates Better│ Creativity & Productivity Experiential","Location: Lenovo Stand – J12",14:00,14:30,"Partners Program",,#hardware
Friday,"KPMG Powered Enterprise","Location: Stand KPMG-B24",14:00,15:00,"Partners Program",,"#b2bservices\n#data\n#peoplematter"
Friday,"Customer Compass (Demo)","Location: Stand KPMG-B24",14:00,15:00,"Partners Program",,"#b2bservices\n#data\n#hardware"
Friday,"Withings – Innovation du Groupe","With : Alexis Normand/ Healthcare Development Director
Location : Lab Nextdoor C42",14:00,14:30,"Partners Program",,"#data\n#nexttechs"
Friday,"Personalization Goes High Tech In Luxury","Since 1895, Berluti has approached personalization as a core part of their brand. In this chat, the brand will share how bespoke creations have played a role in the growth of the brand and reveal how they are will be tapping into cutting edge technology to create a rich in-store experience.
 
In partnership with The Current.",14:05,14:20,Talks,"Stage 2",#luxury
Friday,"Connecting the Human, Physical and Digital for Future Smart Cities","From the Internet of Things to the ‘Internet of Beings’. It’s not technology that is transforming the world, it’s people. Recent winner of the 2017 SXSW Smart Cities Innovation award, Pavegen wants to transform the urban landscape using off-grid energy to create powerful experiences which connect people to the biggest challenges facing the world today.",14:05,14:20,Talks,"Stage 5","#energy\n#smartcities"
Friday,"What’s Hot In Video Advertising?","Video advertising is booming due to advertisers’ need to tap into people’s rising use of mobile to watch content. Mobile video ads are among the fastest growing ad formats. How are startups tapping into this demand?",14:10,14:40,Talks,"Stage 3",#marketing
Friday,"The Future of Hardware: From Personal Computer to Personalized Computing?","The end of hardware has been announced years ago, yet the market proves otherwise. Innovations in response to new usages and trends keep arising to fit customer demand in personal or professional life. What if Virtual Reality, IoT and Artificial Intelligence were as many opportunities to rethink and shape the devices of tomorrow and enter the era of personalized computing?",14:10,14:25,Talks,"Stage 4",
Friday,"What will be IoT tomorrow ?","François Gatineau (Expert IoT, Talan)",14:10,14:30,"Partners Program",,"#data\n#IoT"
Friday,"[VC Summit] Exit valuations: After The Bubble – Where Is The Market Going And How Should Startups Adapt?",,14:15,14:35,Talks,"Stage 6",#startupacademy
Friday,"Interview Girls in Web & Intervenant Air France  « The Position Of Women In Digital « ","Location: Lab Air France – N20",14:15,14:50,"Partners Program",,"#mobility\n#womenrock"
Friday,"Instagram: The Secrets to Growing Mobile","Instagram has doubled its user base, to 700 million monthly actives in two years. For brands, Instagram is unquestionably the king of mobile. In this unfiltered fireside chat, learn the number one mistake brands are making when using the platform, tips on how to win mobile audiences and Instagram's strategy of welcoming more tech partners through its API.
 
In partnership with The Current.",14:20,14:35,Talks,"Stage 2",#luxury
Friday,"Better Cities: Connected, Efficient And Cleaner?","Connected cities will be smarter but is using more sensors, devices and calculation systems really energy efficient?",14:20,14:50,Talks,"Stage 5","#energy\n#smartcities"
Friday,"Global Venturing",,14:20,14:55,Talks,"Stage 1",
Friday,"« La Poste Keynote » Innovation And New Product: Veiller sur mes parents; Ardoiz","Location: Lab La Poste M11",14:20,14:30,"Partners Program",,#health&wellbeing
Friday,"PITCH SESSION : Greater Prevention Part 1","Location : Lab Sanofi C11",14:20,15:30,"Partners Program",,"#health&wellbeing\n#startupacademy"
Friday,"Automation: A World Without Work?","Artificial intelligence could not only eliminate jobs it could wipe out entire professions. But it could also be a good thing, freeing humans from boring, repetitive tasks. The high skill/high pay jobs of the future may involve skills better measured by EQs than IQs. What will the future of work look like?",14:25,14:55,Talks,"Stage 4","#artificialintelligence\n#HR&talent\n#robotics"
Friday,"Coaching Center: Fundraising Successfully","Get your personal consultation with an expert!
Learn how to adapt your financial presentation to the specific requirements of a start-up: cash flow forecasts, tailored working capital financing in line with different growth hypotheses. Understand your financial package options and make sure you’re providing clear and accurate data to secure the financing you need.
*Free 1/2 hour consultation in French or in English at the booth B32.
Click here to register",14:30,18:00,"Partners Program",,"#finance&insurance\n#startupacademy"
Friday,"Coaching Center: Streamlining your Tax Profile","Get your personal consultation with an expert!
Make sense of your taxation environment and identify opportunities to unlock research and innovation tax incentives, access to special New Business tax status. Plan your tax profile for each development phase from development and launch through expansion and on to maturity.
*Free 1/2 hour consultation in French or in English at the booth B32.
Click here to register",14:30,18:00,"Partners Program",,"#finance&insurance\n#startupacademy"
Friday,"Coaching Center: Accelerating growth","Get your personal consultation with an expert! Discuss about your company situation
Initiate an objective cross-business diagnostic, spot opportunities for efficiency improvement and develop business procedures suited to future development phases.
*Free 1/2 hour consultation in French or in English at the booth B32.
Click here to register",14:30,18:00,"Partners Program",,"#finance&insurance\n#startupacademy"
Friday,"Digital culture Challenge by Fiish","Location: Talent Connect’s Stand – B13",14:30,15:30,,"Talent Connect","#HR&talent\n#peoplematter"
Friday,"Catching The Wave Of The Industry 4.0","EY Experience Lab Session
EY Booth Main Stage",14:30,15:00,"Partners Program",,"#AR&VR\n#industry\n#IoT"
Friday,"Mentoring Session #2 Meetic","With : Etienne Lecoeur // Xavier de Baillenx, Innovation @ Match Group / Meetic
Location : Lab PMU M12",14:30,14:45,"Partners Program",,#entertainment
Friday,"WIDE – Master Classes","Women In Digital Economy
*by invitation only",14:30,18:00,,,"#artificialintelligence\n#HR&talent\n#nexttechs\n#peoplematter\n#womenrock"
Friday,"Exensa and INPI data: presentation of Exengine","Exensa and INPI data: presentation of Exengine, a patent data analysis engine
INPI booth, Open Data space (D 30)
Guillaume Pitel, CEO Exensa",14:30,15:00,"Partners Program",,"#artificialintelligence\n#b2bservices\n#data"
Friday,"AoT, Analytics of Things","Vitor Lundberg  (HortonWorks)",14:30,14:50,"Partners Program",,"#data\n#IoT"
Friday,"Let’s Talk with Milleniums","Mother and daughter, Clara Gaymard and Bérénice Bringsted are the co-authors of a book about their professional experience and perception of different generations at work.
Clara GAYMARD, co-founder at Raise RAISE
Bérénice BRINGSTED, Editor at Press4Kids",14:30,15:00,"Partners Program",,"#HR&talent\n#peoplematter"
Friday,"Disruptive Innovating Project Within RATP Group","RATP Bouge programme : Intrapreneurship with start-up studio
Panel
– Pierre BECQUART, Head of Innovation at RATP Group
– Benjamin SCHUEREMANS, Barefoot Managing Partner Corporate Venturing (Belgium)",14:30,15:00,"Partners Program",,"#HR&talent\n#peoplematter\n#startupacademy"
Friday,"Round Table Filmed At The Stand And Broadcast Live On FB","Round table filmed at the stand and broadcast live on FB: « How EdTech can transform learning throughout your life »
Econocom
Location: Booth P16 Hall 1 ",14:30,15:30,"Partners Program",,"#education\n#positiveimpact\n#startupacademy"
Friday,"Learning With Your Hands In The Digital Age","Learning with your hands in the digital age.
Marbotic 
Location: Booth P16 Hall 1
 ",14:30,14:50,"Partners Program",,"#education\n#funfunfun\n#IoT"
Friday,"How Does The Flipped Classroom Work ?","How does the flipped classroom work? What are the challenges and advantages?
Apple Solution Expert 
Location: Booth P 16 Hall 1 ",14:30,14:50,"Partners Program",,"#education\n#funfunfun\n#peoplematter"
Friday,"Live Demo Tablet- Different Launches Better","Location: Lenovo Stand – J12",14:30,15:00,"Partners Program",,#hardware
Friday,"[VC Summit] Deal Flow Management: What Start-ups Can Learn From Insights Into A VCs Decision Process",,14:35,14:55,Talks,"Stage 6",#startupacademy
Friday,"Moonshot Surprise","Women have a key role to play in digital transformation, both in the corporate world and in society at large. Unfortunately, biases often push female experts out of the limelight. As gender parity matters, VivaTech has partnered with influential women’s networks to promote a new generation of female entrepreneurs from around the world. The “Moonshot surprise” is an opportunity for 15 inspiring young women to give a short keynote address sharing where they get the energy that pushes them to reach for the moon. Come and be surprised!",14:35,14:40,Talks,"Stage 2",#womenrock
Friday,"La Poste & thecamp Together to develop the Smart City","Location: Lab La Poste M11",14:35,14:50,"Partners Program",,#smartcities
Friday,"From Printer To Plate: How Tech Will Transform Food","A Spanish entrepreneur talks about her invention: the first 3D food printer kitchen appliance to contribute to healthy eating.",14:40,14:55,Talks,"Stage 2","#2050\n#food&agribusiness\n#industry"
Friday,"The Multi-Billion Dollar Industry: How Will AR Impact Brands And Agencies","According to Digi-Capital, Augmented Reality revenue is expected to reach $90bn by 2020. What impact will this new industry have on the way brands communicate and engage with their consumers? How can agencies take advantage of this new market and demand.",14:40,14:55,Talks,"Stage 3",
Friday,"Mentoring Session #3 Waze","With : Etienne Lecoeur// Johann Molinari, Product Marketing / Waze
Location : Lab PMU M12",14:45,15:00,"Partners Program",,#entertainment
Friday,"Energy Revolution Tech Talk : 3D Printing","Location : Lab Engie M30",14:45,15:05,"Partners Program",,#nexttechs
